"","subject","activity","variable","average"
"372","20","STANDING","tBodyGyro-mean()-X",-0.0256483096989899
"373","20","LAYING","tBodyGyro-mean()-X",-0.0224726834409615
"374","24","LAYING","tBodyGyro-mean()-X",-0.0212578096847769
"375","1","WALKING","tBodyGyro-mean()-X",-0.0208764064320173
"376","3","WALKING","tBodyGyro-mean()-X",-0.0248490682828446
"377","5","WALKING","tBodyGyro-mean()-X",-0.0294516873643046
"378","6","WALKING","tBodyGyro-mean()-X",-0.0342840234147034
"379","6","WALKING_UPSTAIRS","tBodyGyro-mean()-X",-0.0674309381887641
"380","7","WALKING_UPSTAIRS","tBodyGyro-mean()-X",-0.0518716929407792
"381","8","WALKING_UPSTAIRS","tBodyGyro-mean()-X",0.00359053897160142
"382","11","WALKING_UPSTAIRS","tBodyGyro-mean()-X",-0.0547328440272469
"383","14","WALKING_UPSTAIRS","tBodyGyro-mean()-X",-0.023047440764557
"384","14","WALKING_DOWNSTAIRS","tBodyGyro-mean()-X",0.00779788388987705
"385","15","WALKING_DOWNSTAIRS","tBodyGyro-mean()-X",-0.0281278780610671
"386","16","WALKING_DOWNSTAIRS","tBodyGyro-mean()-X",-0.0122341446725137
"387","17","WALKING_DOWNSTAIRS","tBodyGyro-mean()-X",-0.026848276775
"388","17","SITTING","tBodyGyro-mean()-X",-0.01284166884445
"389","19","SITTING","tBodyGyro-mean()-X",-0.0385723953346511
"390","21","SITTING","tBodyGyro-mean()-X",-0.0276346639303579
"391","22","SITTING","tBodyGyro-mean()-X",-0.0122820553981818
"392","22","STANDING","tBodyGyro-mean()-X",-0.00112339350162601
"393","23","STANDING","tBodyGyro-mean()-X",-0.0220890418013172
"394","25","STANDING","tBodyGyro-mean()-X",-0.00298151164792175
"395","26","STANDING","tBodyGyro-mean()-X",-0.020659932105102
"396","27","STANDING","tBodyGyro-mean()-X",-0.0324471173435897
"397","27","LAYING","tBodyGyro-mean()-X",-0.0683332171546644
"398","28","LAYING","tBodyGyro-mean()-X",-0.0644963545564659
"399","29","LAYING","tBodyGyro-mean()-X",-0.0101831910869331
"400","30","LAYING","tBodyGyro-mean()-X",-0.0354229280326632
"401","2","WALKING","tBodyGyro-mean()-Y",-0.0568420186817881
"402","4","WALKING","tBodyGyro-mean()-Y",-0.0750086556675258
"403","4","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.0845813729861788
"404","9","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.0729884312991667
"405","10","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.078152882769
"406","10","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Y",-0.0863038250719359
"407","12","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Y",-0.0714218698580644
"408","12","SITTING","tBodyGyro-mean()-Y",-0.0422418424895522
"409","13","SITTING","tBodyGyro-mean()-Y",-0.0616613787494801
"410","18","SITTING","tBodyGyro-mean()-Y",-0.0744458279666667
"411","18","STANDING","tBodyGyro-mean()-Y",-0.0672248771926647
"412","20","STANDING","tBodyGyro-mean()-Y",-0.0789307564061111
"413","20","LAYING","tBodyGyro-mean()-Y",-0.0789627194310256
"414","24","LAYING","tBodyGyro-mean()-Y",-0.0782440202677166
"415","1","WALKING","tBodyGyro-mean()-Y",-0.0880722729400576
"416","3","WALKING","tBodyGyro-mean()-Y",-0.0743565308442815
"417","5","WALKING","tBodyGyro-mean()-Y",-0.0774316445596026
"418","6","WALKING","tBodyGyro-mean()-Y",-0.0772570116263983
"419","6","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.0529948418524719
"420","7","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.0646077113078896
"421","8","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.0910775098326691
"422","11","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.0582275770813291
"423","14","WALKING_UPSTAIRS","tBodyGyro-mean()-Y",-0.0773800849721519
"424","14","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Y",-0.101356256508197
"425","15","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Y",-0.0758788455198781
"426","16","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Y",-0.0724444803980874
"427","17","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Y",-0.07819643980625
"428","17","SITTING","tBodyGyro-mean()-Y",-0.0833880991568063
"429","19","SITTING","tBodyGyro-mean()-Y",-0.0681420603177778
"430","21","SITTING","tBodyGyro-mean()-Y",-0.078471973683897
"431","22","SITTING","tBodyGyro-mean()-Y",-0.090987821399495
"432","22","STANDING","tBodyGyro-mean()-Y",-0.10137018874878
"433","23","STANDING","tBodyGyro-mean()-Y",-0.0825972963754033
"434","25","STANDING","tBodyGyro-mean()-Y",-0.083900354157824
"435","26","STANDING","tBodyGyro-mean()-Y",-0.0827415060904081
"436","27","STANDING","tBodyGyro-mean()-Y",-0.0765120463525641
"437","27","LAYING","tBodyGyro-mean()-Y",-0.0496441313538255
"438","28","LAYING","tBodyGyro-mean()-Y",-0.0471474023101021
"439","29","LAYING","tBodyGyro-mean()-Y",-0.0882883296441861
"440","30","LAYING","tBodyGyro-mean()-Y",-0.0717482452402089
"441","2","WALKING","tBodyGyro-mean()-Z",0.0872599422291391
"442","4","WALKING","tBodyGyro-mean()-Z",0.0956607416628866
"443","4","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0958069867471545
"444","9","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.109092913237986
"445","10","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0966117812
"446","10","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.089594378107906
"447","12","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.100946227484946
"448","12","SITTING","tBodyGyro-mean()-Z",0.089311570049403
"449","13","SITTING","tBodyGyro-mean()-Z",0.098866059686422
"450","18","SITTING","tBodyGyro-mean()-Z",0.0854533145
"451","18","STANDING","tBodyGyro-mean()-Z",0.0913241464640719
"452","20","STANDING","tBodyGyro-mean()-Z",0.082163496089899
"453","20","LAYING","tBodyGyro-mean()-Z",0.0900253976657692
"454","24","LAYING","tBodyGyro-mean()-Z",0.0841740375981628
"455","1","WALKING","tBodyGyro-mean()-Z",0.0862641666597983
"456","3","WALKING","tBodyGyro-mean()-Z",0.0866875497119061
"457","5","WALKING","tBodyGyro-mean()-Z",0.0866267116745034
"458","6","WALKING","tBodyGyro-mean()-Z",0.104308754638941
"459","6","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0787625669280898
"460","7","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0977671721406168
"461","8","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0640867611561921
"462","11","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.087284109682356
"463","14","WALKING_UPSTAIRS","tBodyGyro-mean()-Z",0.0988407598607595
"464","14","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.0483130820040983
"465","15","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.0906658516000001
"466","16","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.0730144651530054
"467","17","WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.0937536148541667
"468","17","SITTING","tBodyGyro-mean()-Z",0.0745157818036562
"469","19","SITTING","tBodyGyro-mean()-Z",0.0883609591559167
"470","21","SITTING","tBodyGyro-mean()-Z",0.0861212668362745
"471","22","SITTING","tBodyGyro-mean()-Z",0.0846177356545454
"472","22","STANDING","tBodyGyro-mean()-Z",0.0758043878666666
"473","23","STANDING","tBodyGyro-mean()-Z",0.0746949423243279
"474","25","STANDING","tBodyGyro-mean()-Z",0.0993606079900489
"475","26","STANDING","tBodyGyro-mean()-Z",0.0917853294044643
"476","27","STANDING","tBodyGyro-mean()-Z",0.0809994171153846
"477","27","LAYING","tBodyGyro-mean()-Z",0.116262252263758
"478","28","LAYING","tBodyGyro-mean()-Z",0.100840281329581
"479","29","LAYING","tBodyGyro-mean()-Z",0.088162626654622
"480","30","LAYING","tBodyGyro-mean()-Z",0.0834544586693995
"481","2","WALKING","tBodyGyroJerk-mean()-X",-0.0875587491668874
"482","4","WALKING","tBodyGyroJerk-mean()-X",-0.10509869233866
"483","4","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.112213469653659
"484","9","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.0892254930640278
"485","10","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.0984885261
"486","10","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-X",-0.11062834367265
"487","12","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-X",-0.0734167471102151
"488","12","SITTING","tBodyGyroJerk-mean()-X",-0.0726924262059701
"489","13","SITTING","tBodyGyroJerk-mean()-X",-0.088118237943425
"490","18","SITTING","tBodyGyroJerk-mean()-X",-0.0981970214
"491","18","STANDING","tBodyGyroJerk-mean()-X",-0.0940621740320958
"492","20","STANDING","tBodyGyroJerk-mean()-X",-0.0953189767722222
"493","20","LAYING","tBodyGyroJerk-mean()-X",-0.0945547052108333
"494","24","LAYING","tBodyGyroJerk-mean()-X",-0.0998294248142257
"495","1","WALKING","tBodyGyroJerk-mean()-X",-0.0971120197265995
"496","3","WALKING","tBodyGyroJerk-mean()-X",-0.0991554609633432
"497","5","WALKING","tBodyGyroJerk-mean()-X",-0.103522877147351
"498","6","WALKING","tBodyGyroJerk-mean()-X",-0.0919680285336017
"499","6","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.0589128557764045
"500","7","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.0942037376182662
"501","8","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.104969855200356
"502","11","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.0805473309873417
"503","14","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-X",-0.100542747126582
"504","14","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-X",-0.109826852532897
"505","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-X",-0.0960910108539634
"506","16","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-X",-0.107361614801257
"507","17","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-X",-0.099654922875
"508","17","SITTING","tBodyGyroJerk-mean()-X",-0.109084058157188
"509","19","SITTING","tBodyGyroJerk-mean()-X",-0.0895939425055555
"510","21","SITTING","tBodyGyroJerk-mean()-X",-0.100558317889216
"511","22","SITTING","tBodyGyroJerk-mean()-X",-0.106045772136364
"512","22","STANDING","tBodyGyroJerk-mean()-X",-0.114427759866748
"513","23","STANDING","tBodyGyroJerk-mean()-X",-0.0966990737225806
"514","25","STANDING","tBodyGyroJerk-mean()-X",-0.108263884562298
"515","26","STANDING","tBodyGyroJerk-mean()-X",-0.0988125627461226
"516","27","STANDING","tBodyGyroJerk-mean()-X",-0.0966434086025641
"517","27","LAYING","tBodyGyroJerk-mean()-X",-0.0873862322442852
"518","28","LAYING","tBodyGyroJerk-mean()-X",-0.0881213551172775
"519","29","LAYING","tBodyGyroJerk-mean()-X",-0.100707751809855
"520","30","LAYING","tBodyGyroJerk-mean()-X",-0.092676900527415
"521","2","WALKING","tBodyGyroJerk-mean()-Y",-0.0433986835453642
"522","4","WALKING","tBodyGyroJerk-mean()-Y",-0.0410624426912371
"523","4","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0384344734528455
"524","9","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0397344421815972
"525","10","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0386820786833333
"526","10","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.043380952132265
"527","12","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.0421957057096774
"528","12","SITTING","tBodyGyroJerk-mean()-Y",-0.0457374795179104
"529","13","SITTING","tBodyGyroJerk-mean()-Y",-0.0440836605146789
"530","18","SITTING","tBodyGyroJerk-mean()-Y",-0.0397930495333333
"531","18","STANDING","tBodyGyroJerk-mean()-Y",-0.0445622527458084
"532","20","STANDING","tBodyGyroJerk-mean()-Y",-0.0424081459060606
"533","20","LAYING","tBodyGyroJerk-mean()-Y",-0.0402012429820513
"534","24","LAYING","tBodyGyroJerk-mean()-Y",-0.0390749421383202
"535","1","WALKING","tBodyGyroJerk-mean()-Y",-0.0417164808293948
"536","3","WALKING","tBodyGyroJerk-mean()-Y",-0.0401923943695015
"537","5","WALKING","tBodyGyroJerk-mean()-Y",-0.0490624519374172
"538","6","WALKING","tBodyGyroJerk-mean()-Y",-0.0437656755737288
"539","6","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0500700364842697
"540","7","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0414401406082792
"541","8","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0400922240331673
"542","11","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0493914065474683
"543","14","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.0414738805316456
"544","14","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.0439177837856106
"545","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.0441270690182012
"546","16","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.0416615668939617
"547","17","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.0401207685420833
"548","17","SITTING","tBodyGyroJerk-mean()-Y",-0.0390296211270937
"549","19","SITTING","tBodyGyroJerk-mean()-Y",-0.0383208736670278
"550","21","SITTING","tBodyGyroJerk-mean()-Y",-0.0408236141863333
"551","22","SITTING","tBodyGyroJerk-mean()-Y",-0.0372238262065656
"552","22","STANDING","tBodyGyroJerk-mean()-Y",-0.0404541723047155
"553","23","STANDING","tBodyGyroJerk-mean()-Y",-0.0432722741798387
"554","25","STANDING","tBodyGyroJerk-mean()-Y",-0.0389884753435208
"555","26","STANDING","tBodyGyroJerk-mean()-Y",-0.0404764002888521
"556","27","STANDING","tBodyGyroJerk-mean()-Y",-0.0395641430128205
"557","27","LAYING","tBodyGyroJerk-mean()-Y",-0.0464751059848658
"558","28","LAYING","tBodyGyroJerk-mean()-Y",-0.0447972595862042
"559","29","LAYING","tBodyGyroJerk-mean()-Y",-0.0464322029527616
"560","30","LAYING","tBodyGyroJerk-mean()-Y",-0.0412903779669452
"561","2","WALKING","tBodyGyroJerk-mean()-Z",-0.0557541828188742
"562","4","WALKING","tBodyGyroJerk-mean()-Z",-0.060866534304433
"563","4","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0529863681443903
"564","9","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.053402884281875
"565","10","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0560434883966667
"566","10","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0554261378425641
"567","12","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0617431983833333
"568","12","SITTING","tBodyGyroJerk-mean()-Z",-0.0515110922703731
"569","13","SITTING","tBodyGyroJerk-mean()-Z",-0.0582718748712538
"570","18","SITTING","tBodyGyroJerk-mean()-Z",-0.053319608
"571","18","STANDING","tBodyGyroJerk-mean()-Z",-0.0571652014122156
"572","20","STANDING","tBodyGyroJerk-mean()-Z",-0.0556613228575758
"573","20","LAYING","tBodyGyroJerk-mean()-Z",-0.0525724570615385
"574","24","LAYING","tBodyGyroJerk-mean()-Z",-0.0552987683401574
"575","1","WALKING","tBodyGyroJerk-mean()-Z",-0.0471393985477522
"576","3","WALKING","tBodyGyroJerk-mean()-Z",-0.0521178264170088
"577","5","WALKING","tBodyGyroJerk-mean()-Z",-0.0506258160122517
"578","6","WALKING","tBodyGyroJerk-mean()-Z",-0.0571513411507627
"579","6","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0433103259283146
"580","7","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0610307928148701
"581","8","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0582887148366548
"582","11","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0480140167267405
"583","14","WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.054978679931519
"584","14","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0418610459717213
"585","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0555645456881097
"586","16","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0539470410873497
"587","17","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0537865145708333
"588","17","SITTING","tBodyGyroJerk-mean()-Z",-0.0504091215649062
"589","19","SITTING","tBodyGyroJerk-mean()-Z",-0.0569649444286944
"590","21","SITTING","tBodyGyroJerk-mean()-Z",-0.0533861046416422
"591","22","SITTING","tBodyGyroJerk-mean()-Z",-0.0543623901222222
"592","22","STANDING","tBodyGyroJerk-mean()-Z",-0.0644152729899187
"593","23","STANDING","tBodyGyroJerk-mean()-Z",-0.0621959093526344
"594","25","STANDING","tBodyGyroJerk-mean()-Z",-0.0555782223647432
"595","26","STANDING","tBodyGyroJerk-mean()-Z",-0.0558282743354031
"596","27","STANDING","tBodyGyroJerk-mean()-Z",-0.0530710005410256
"597","27","LAYING","tBodyGyroJerk-mean()-Z",-0.0600793214
"598","28","LAYING","tBodyGyroJerk-mean()-Z",-0.0607680707408115
"599","29","LAYING","tBodyGyroJerk-mean()-Z",-0.052785999031686
"600","30","LAYING","tBodyGyroJerk-mean()-Z",-0.0493556177875196
"601","2","WALKING","tBodyAccMag-mean()",-0.535281800541722
"602","4","WALKING","tBodyAccMag-mean()",-0.637532979814949
"603","4","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.441789745892683
"604","9","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.505183470509188
"605","10","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.9617663145
"606","10","WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.384739666615641
"607","12","WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.613018446822043
"608","12","SITTING","tBodyAccMag-mean()",-0.485419876919403
"609","13","SITTING","tBodyAccMag-mean()",-0.539871637249541
"610","18","SITTING","tBodyAccMag-mean()",-0.963685834333333
"611","18","STANDING","tBodyAccMag-mean()",-0.630947459700599
"612","20","STANDING","tBodyAccMag-mean()",-0.56833411675101
"613","20","LAYING","tBodyAccMag-mean()",-0.452429326099846
"614","24","LAYING","tBodyAccMag-mean()",-0.620032665162467
"615","1","WALKING","tBodyAccMag-mean()",-0.453632943768819
"616","3","WALKING","tBodyAccMag-mean()",-0.563140802770059
"617","5","WALKING","tBodyAccMag-mean()",-0.460866415568708
"618","6","WALKING","tBodyAccMag-mean()",-0.619147950475381
"619","6","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.0554082692382023
"620","7","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.511312036747403
"621","8","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.468522592843416
"622","11","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.542825032813607
"623","14","WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.954651726708861
"624","14","WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.29092762277541
"625","15","WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.527285352000487
"626","16","WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.616131116889044
"627","17","WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.97810887125
"628","17","SITTING","tBodyAccMag-mean()",-0.506906000020437
"629","19","SITTING","tBodyAccMag-mean()",-0.531507362111361
"630","21","SITTING","tBodyAccMag-mean()",-0.620309259553677
"631","22","SITTING","tBodyAccMag-mean()",-0.597799544011717
"632","22","STANDING","tBodyAccMag-mean()",-0.353264495414634
"633","23","STANDING","tBodyAccMag-mean()",-0.532754757205108
"634","25","STANDING","tBodyAccMag-mean()",-0.583377749713937
"635","26","STANDING","tBodyAccMag-mean()",-0.600932264175766
"636","27","STANDING","tBodyAccMag-mean()",-0.980278693846154
"637","27","LAYING","tBodyAccMag-mean()",-0.535726883050672
"638","28","LAYING","tBodyAccMag-mean()",-0.610030902501308
"639","29","LAYING","tBodyAccMag-mean()",-0.553585593347965
"640","30","LAYING","tBodyAccMag-mean()",-0.538131194183002
"641","2","WALKING","tGravityAccMag-mean()",-0.535281800541722
"642","4","WALKING","tGravityAccMag-mean()",-0.637532979814949
"643","4","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.441789745892683
"644","9","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.505183470509188
"645","10","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.9617663145
"646","10","WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.384739666615641
"647","12","WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.613018446822043
"648","12","SITTING","tGravityAccMag-mean()",-0.485419876919403
"649","13","SITTING","tGravityAccMag-mean()",-0.539871637249541
"650","18","SITTING","tGravityAccMag-mean()",-0.963685834333333
"651","18","STANDING","tGravityAccMag-mean()",-0.630947459700599
"652","20","STANDING","tGravityAccMag-mean()",-0.56833411675101
"653","20","LAYING","tGravityAccMag-mean()",-0.452429326099846
"654","24","LAYING","tGravityAccMag-mean()",-0.620032665162467
"655","1","WALKING","tGravityAccMag-mean()",-0.453632943768819
"656","3","WALKING","tGravityAccMag-mean()",-0.563140802770059
"657","5","WALKING","tGravityAccMag-mean()",-0.460866415568708
"658","6","WALKING","tGravityAccMag-mean()",-0.619147950475381
"659","6","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.0554082692382023
"660","7","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.511312036747403
"661","8","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.468522592843416
"662","11","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.542825032813607
"663","14","WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.954651726708861
"664","14","WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.29092762277541
"665","15","WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.527285352000487
"666","16","WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.616131116889044
"667","17","WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.97810887125
"668","17","SITTING","tGravityAccMag-mean()",-0.506906000020437
"669","19","SITTING","tGravityAccMag-mean()",-0.531507362111361
"670","21","SITTING","tGravityAccMag-mean()",-0.620309259553677
"671","22","SITTING","tGravityAccMag-mean()",-0.597799544011717
"672","22","STANDING","tGravityAccMag-mean()",-0.353264495414634
"673","23","STANDING","tGravityAccMag-mean()",-0.532754757205108
"674","25","STANDING","tGravityAccMag-mean()",-0.583377749713937
"675","26","STANDING","tGravityAccMag-mean()",-0.600932264175766
"676","27","STANDING","tGravityAccMag-mean()",-0.980278693846154
"677","27","LAYING","tGravityAccMag-mean()",-0.535726883050672
"678","28","LAYING","tGravityAccMag-mean()",-0.610030902501308
"679","29","LAYING","tGravityAccMag-mean()",-0.553585593347965
"680","30","LAYING","tGravityAccMag-mean()",-0.538131194183002
"681","2","WALKING","tBodyAccJerkMag-mean()",-0.587777445435431
"682","4","WALKING","tBodyAccJerkMag-mean()",-0.72234055742268
"683","4","WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.551665062753089
"684","9","WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.621608245092361
"685","10","WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.978933889
